-0.1,0.91558
-0.073737,0.95997
-0.047475,0.97154
-0.021212,0.99312
0.0050505,1.0049
0.031313,0.97635
0.057576,0.95648
0.083838,0.9316
0.1101,0.88182
0.13636,0.86363
0.16263,0.79925
0.18889,0.73254
0.21515,0.67659
0.24141,0.60576
0.26768,0.52444
0.29394,0.48734
0.3202,0.40644
0.34646,0.35098
0.37273,0.30032
0.39899,0.22904
0.42525,0.18195
0.45152,0.13785
0.47778,0.10846
0.50404,0.082663
0.5303,0.033929
0.55657,0.016202
0.58283,-0.01042
0.60909,-0.039062
0.63535,-0.054686
0.66162,-0.064426
0.68788,-0.064841
0.71414,-0.086683
0.7404,-0.090031
0.76667,-0.090676
0.79293,-0.10175
0.81919,-0.091527
0.84545,-0.092343
0.87172,-0.11105
0.89798,-0.099541
0.92424,-0.099766
0.95051,-0.10901
0.97677,-0.097894
1.003,-0.075162
1.0293,-0.076243
1.0556,-0.074892
1.0818,-0.069848
1.1081,-0.043543
1.1343,-0.061913
1.1606,-0.057662
1.1869,-0.041218
1.2131,-0.019976
1.2394,-0.039942
1.2657,-0.02454
1.2919,-0.016354
1.3182,-0.025671
1.3444,-0.0073703
1.3707,-0.018937
1.397,-0.0046694
1.4232,-0.0081804
1.4495,-0.009277
1.4758,-0.027908
1.502,-0.0039586
1.5283,-0.015482
1.5545,-0.022078
1.5808,-0.031939
1.6071,-0.0087185
1.6333,-0.0078655
1.6596,-0.031027
1.6859,-0.012363
1.7121,-0.02055
1.7384,-0.011986
1.7646,-0.032502
1.7909,-0.0099627
1.8172,-0.019063
1.8434,0.0041086
1.8697,-0.029336
1.896,-0.022154
1.9222,-0.02351
1.9485,-0.0016392
1.9747,-0.00045278
2.001,-0.019425
2.0273,-0.010582
2.0535,0.0076614
2.0798,-0.010152
2.1061,-0.010218
2.1323,-0.029989
2.1586,-0.032888
2.1848,0.005573
2.2111,0.013233
2.2374,-0.002324
2.2636,-0.0073604
2.2899,-0.0081436
2.3162,0.009309
2.3424,0.018754
2.3687,0.012055
2.3949,0.016372
2.4212,0.010315
2.4475,-0.017666
2.4737,-0.0085071
2.5,0.021607
